RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds
Kyung Ho Kang,Batgerel Danaa,-120,100,83.3333,100,6/11/2022,"Kallang, Singapore",Singapore,Red,FALSE,Bantamweight,MALE,3,1,0,0,5.38,0.36,0,0.52,0.5,3,2,8,0,0,0,0,3,0,0,3,Orthodox,170.18,177.8,135,1,0,0,3.13,0.47,0.8,1.97,0.5,3,3,26,0,0,3,0,0,3,0,6,Orthodox,175.26,185.42,135,34,32,0,0,0,-3,-1,-18,0,3,-3,-5.08,-7.62,-2,2.25,-0.8,-1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,
Liang Na,Silvana Gomez Juarez,,,,,6/11/2022,"Kallang, Singapore",Singapore,Blue,FALSE,Women's Strawweight,FEMALE,3,2,0,0,4.26,0.32,0,0,0,0,2,2,0,0,0,0,0,0,0,0,Orthodox,160.02,165.1,115,1,0,0,1.99,0.42,0.5,3.6,0.58,0,1,2,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,125,25,37,1,0,0,0,1,0,0,0,0,-5.08,-5.08,12,2.27,-0.5,-3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,1:22,82,,,,,,
Ramona Pascual,Joselyne Edwards,,,,,6/11/2022,"Kallang, Singapore",Singapore,Blue,FALSE,Women's Featherweight,FEMALE,3,2,0,0,4.35,0.51,0.4,0.88,0.33,1,2,9,0,0,0,1,0,0,0,1,Orthodox,172.72,177.8,135,1,0,0,3.87,0.57,0,1.81,0.19,0,1,3,0,0,0,0,0,0,0,0,Southpaw,170.18,167.64,135,33,26,1,0,1,1,1,6,0,0,0,2.54,10.16,-7,0.48,0.4,-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,
Alexander Volkov,Jairzinho Rozenstruik,-170,150,58.8235,150,6/4/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,5,1,0,0,3.75,0.49,0,0,0,4,3,21,0,0,0,0,6,0,0,6,Orthodox,187.96,198.12,242,1,0,0,5.13,0.57,0.2,0.45,0.63,4,4,37,0,0,1,3,4,0,0,8,Orthodox,200.66,203.2,250,33,34,0,0,0,-2,-1,-16,0,2,0,-12.7,-5.08,1,-1.38,-0.2,-0.45,,8,7,,,,,7,,,,,,,,,,,,,8,,,,,,,,,Red,KO/TKO,Punches,1,2:12,132,140,700,1400,3500,300,215
Dan Ige,Movsar Evloev,310,-410,310,24.3902,6/4/2022,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,3,0,5,0,4.43,0.48,0.2,4.75,0.46,5,0,15,0,0,1,4,0,0,0,5,Orthodox,170.18,182.88,145,2,0,0,3.7,0.45,0.3,0.99,0.26,6,4,34,0,0,2,2,2,2,0,8,Orthodox,170.18,180.34,145,30,28,-2,5,-1,-3,-4,-19,0,-2,-2,0,2.54,-2,0.73,-0.1,3.76,,13,10,,,,,,,,,,10,,,,,,,,,,,,,13,,,,Red,U-DEC,,3,5:00,900,500,-200,2200,900,1000,600
Michael Trizano,Lucas Almeida,-235,190,42.5532,190,6/4/2022,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,3,1,0,0,4.94,0.43,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,145,1,0,0,3.63,0.53,0.5,0.36,0.66,2,2,14,1,0,2,1,0,0,0,3,Orthodox,180.34,180.34,145,30,31,0,0,-2,-3,-1,-11,-1,0,0,0,0,1,1.31,-0.5,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3,0:55,655,-105,450,600,700,650,800
Karine Silva,Poliana Botelho,-125,105,80,105,6/4/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Flyweight,FEMALE,3,2,0,0,2.9,0.58,0,0.85,0.57,2,3,14,0,0,0,2,1,0,0,3,Orthodox,172.72,170.18,125,0,1,0,2.67,0.35,2.2,3.59,0.72,1,0,2,0,0,0,0,0,1,0,1,Orthodox,165.1,170.18,125,28,33,2,-1,1,2,3,12,0,1,-1,7.62,0,5,0.23,-2.2,-2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,D'Arce Choke,1,4:55,295,215,225,400,1200,550,400
Ode Osbourne,Zarrukh Adashev,-200,170,50,170,6/4/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Flyweight,MALE,3,0,1,0,3.65,0.4,0.5,0,0,1,2,7,0,0,0,1,0,0,0,1,Southpaw,165.1,165.1,125,0,1,0,3.46,0.38,0.2,1.27,0.27,1,2,7,0,0,0,1,1,1,0,3,Southpaw,170.18,185.42,125,30,29,0,0,0,-2,0,0,0,-1,-1,-5.08,-20.32,-1,0.19,0.3,-1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,1:01,61,225,350,600,2000,200,450
Alonzo Menifield,Askar Mozharov,-275,220,36.3636,220,6/4/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Light Heavyweight,MALE,3,0,0,0,0.43,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,187.96,205,1,0,0,3.77,0.54,0.2,0.63,0.33,4,3,16,0,0,0,1,4,1,0,6,Orthodox,182.88,193.04,205,34,27,-1,0,-4,-6,-3,-16,0,-4,-1,7.62,-5.08,-7,-3.34,-0.2,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,1,4:40,280,800,1400,450,2500,-125,250
Felice Herrig,Karolina Kowalkiewicz,-115,-105,86.9565,95.2381,6/4/2022,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Strawweight,FEMALE,3,5,0,0,5.71,0.43,0.2,0.34,0.23,3,7,32,1,0,2,3,0,0,0,5,Orthodox,160.02,162.56,115,3,0,0,3.84,0.37,0.8,1.08,0.28,4,4,22,0,0,1,2,0,2,0,5,Orthodox,162.56,165.1,115,37,36,2,0,-1,0,3,10,1,0,-2,-2.54,-2.54,-1,1.87,-0.6,-0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,4:01,541,150,140,500,1400,1600,800
Joe Solecki,Alex Da Silva,-170,150,58.8235,150,6/4/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,3,1,0,0,2.14,0.46,0.3,1.97,0.43,1,2,8,0,0,0,1,0,0,0,1,Orthodox,172.72,185.42,155,1,0,0,1.98,0.56,1.4,2.23,0.46,4,1,11,0,0,0,2,0,2,0,4,Orthodox,175.26,177.8,155,28,26,0,0,-3,-3,1,-3,0,0,-2,-2.54,7.62,-2,0.16,-1.1,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,M-DEC,,3,5:00,900,180,215,275,400,800,550
Damon Jackson,Dan Argueta,-760,525,13.1579,525,6/4/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,0,0,0,2.18,0.45,1.6,4.45,0.48,0,0,0,0,0,0,0,0,0,0,0,Southpaw,170.18,172.72,135,0,2,1,2.9,0.42,1.2,2.34,0.34,2,2,15,0,0,0,1,0,2,0,3,Switch,180.34,180.34,145,33,28,0,-2,-2,-3,-2,-15,0,0,-2,-10.16,-7.62,-5,-0.72,0.4,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,225,,-125,,550,
Niklas Stolze,Benoit Saint Denis,140,-160,140,62.5,6/4/2022,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,3,1,0,0,5.7,0.54,1.5,4.76,0.37,0,1,3,0,0,0,0,0,0,0,0,Southpaw,180.34,185.42,155,2,0,0,2.12,0.48,0.7,0.66,1,0,2,4,0,0,0,0,0,0,0,0,Switch,185.42,187.96,155,29,26,-1,0,0,0,-1,-1,0,0,0,-5.08,-2.54,-3,3.58,0.8,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,1:32,392,350,,700,,500,
Johnny Munoz,Tony Gravely,105,-125,105,80,6/4/2022,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Bantamweight,MALE,3,0,1,0,3.82,0.48,0.3,5.4,0.41,2,2,16,0,0,1,1,2,0,0,4,Orthodox,165.1,175.26,135,0,1,0,2.44,0.36,1.8,2.4,0.25,1,1,5,0,0,0,0,0,1,0,1,Orthodox,175.26,180.34,135,29,30,0,0,1,3,1,11,0,2,-1,-10.16,-5.08,1,1.38,-1.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,1:08,68,,250,,1100,,240
Jeff Molina,Zhalgas Zhumagulov,-180,155,55.5556,155,6/4/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Flyweight,MALE,3,1,0,0,5.24,0.43,0.2,1.3,0.19,1,3,8,0,0,0,0,0,1,0,1,Switch,162.56,167.64,125,0,3,0,7.25,0.48,0,0,0,3,0,8,0,0,0,2,1,0,0,3,Orthodox,167.64,175.26,125,24,33,1,-3,-2,-2,3,0,0,-1,1,-5.08,-7.62,9,-2.01,0.2,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,120,300,700,1400,400,500
Rinat Fakhretdinov,Andreas Michailidis,-275,220,36.3636,220,6/4/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,1,0,0,2.9,0.51,0,1.12,0.27,1,2,6,0,0,0,1,0,0,0,1,Orthodox,182.88,193.04,170,0,0,0,4.17,0.54,0.2,4.43,0.46,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,30,33,1,0,1,1,2,6,0,0,0,0,5.08,3,-1.27,-0.2,-3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,275,550,550,1400,120,550
Erin Blanchfield,JJ Aldrich,-475,350,21.0526,350,6/4/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Flyweight,FEMALE,3,0,3,0,3.88,0.46,0,0.66,0.23,3,3,29,0,0,1,6,0,0,0,7,Southpaw,165.1,170.18,125,0,2,0,5.47,0.45,1,2.05,0.33,2,0,6,0,0,0,2,0,0,0,2,Orthodox,162.56,167.64,125,23,29,0,1,1,5,3,23,0,0,0,2.54,2.54,6,-1.59,-1,-1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,2,2:38,458,-175,650,450,2500,600,900
Holly Holm,Ketlen Vieira,-220,180,45.4545,180,5/21/2022,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Bantamweight,FEMALE,5,0,1,0,3.04,0.41,0.6,1.51,0.44,4,2,23,0,0,2,3,0,1,0,6,Orthodox,172.72,172.72,135,0,2,0,3.13,0.4,0.1,0.87,0.3,3,5,43,5,0,1,4,2,0,0,7,Southpaw,172.72,175.26,135,40,30,0,-1,1,-1,-3,-20,-5,-2,1,0,-2.54,-10,-0.09,0.5,0.64,,5,2,,,,2,,,,,,,,,8,,,,5,,,,,,,,,,Red,S-DEC,,5,5:00,1500,-115,380,2200,800,330,1200
Santiago Ponzinibbio,Michel Pereira,125,-145,125,68.9655,5/21/2022,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Welterweight,MALE,3,0,4,0,5.16,0.54,0.8,1.53,0.55,4,2,19,0,0,0,3,1,1,0,5,Orthodox,185.42,185.42,185,1,0,0,4.74,0.41,0,0.59,0.32,7,4,32,0,0,0,5,5,0,0,10,Orthodox,182.88,185.42,170,35,28,-1,4,-3,-5,-2,-13,0,-4,1,2.54,0,-7,0.42,0.8,0.94,,,14,,,,,,,,14,,,,,,,,,,,,,,,,,,,Red,S-DEC,,3,5:00,900,240,165,1600,1000,450,350
Chidi Njokuani,Dusko Todorovic,-250,200,40,200,5/21/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,3,0,1,0,5.54,0.57,0,0.96,0.12,2,2,10,0,0,0,1,2,0,0,3,Orthodox,185.42,187.96,185,0,2,0,4.09,0.61,0.2,0,0,2,0,4,0,0,0,0,2,0,0,2,Orthodox,190.5,203.2,170,33,28,0,-1,0,1,2,6,0,0,0,-5.08,-15.24,-5,1.45,-0.2,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbow,1,4:48,288,300,500,1200,900,-110,600
Polyana Viana,Tabatha Ricci,110,-130,110,76.9231,5/21/2022,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Strawweight,FEMALE,3,0,1,0,4.63,0.38,0.1,2.99,0.38,1,1,5,0,0,0,1,0,0,0,1,Orthodox,154.94,154.94,115,0,2,0,2.99,0.4,1.9,0.82,0.33,2,3,10,0,0,0,0,0,3,0,3,Orthodox,165.1,170.18,115,29,27,0,-1,-1,-2,-2,-5,0,0,-3,-10.16,-15.24,-2,1.64,-1.8,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,250,180,400,500,800,700
Eryk Anders,JunYong Park,160,-205,160,48.7805,5/21/2022,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Middleweight,MALE,3,1,0,0,4.53,0.5,1.1,1.83,0.5,3,2,13,0,1,0,2,0,0,0,3,Orthodox,177.8,185.42,185,1,0,0,3.41,0.47,0.1,1.79,0.26,2,6,33,0,0,1,2,3,0,0,6,Southpaw,185.42,190.5,185,35,31,0,0,1,-3,-4,-20,0,-3,0,-7.62,-5.08,-4,1.12,1,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,330,110,2200,900,500,350
Joseph Holmes,Alen Amedovski,-200,170,50,170,5/21/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,3,2,0,0,0.99,0.3,0,0,0,0,2,4,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,185,1,0,0,2.88,0.53,0.8,1.49,0.4,1,1,5,0,0,0,0,0,1,0,1,Orthodox,193.04,203.2,185,26,34,1,0,-1,-1,1,-1,0,0,-1,-15.24,-15.24,8,-1.89,-0.8,-1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,1:04,64,380,500,200,1600,275,350
Jailton Almeida,Parker Porter,-600,435,16.6667,435,5/21/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,3,0,3,0,6.55,0.5,0.5,1.35,0.26,3,1,10,0,0,0,3,0,0,0,3,Orthodox,182.88,190.5,265,0,2,0,2.46,0.64,2.6,6.85,0.59,2,0,3,0,0,0,0,1,1,0,2,Orthodox,190.5,200.66,205,30,37,0,1,1,1,1,7,0,-1,-1,-7.62,-10.16,7,4.09,-2.1,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,4:35,275,450,1100,-110,2000,225,900
Omar Morales,Uros Medic,-135,115,74.0741,115,5/21/2022,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,3,1,0,0,5.51,0.6,0,0.38,0.5,2,1,3,0,0,0,0,2,0,0,2,Southpaw,185.42,180.34,170,1,0,0,3.42,0.4,0,0.46,1,3,2,16,0,0,0,3,1,0,0,4,Orthodox,180.34,185.42,155,36,29,0,0,-1,-2,-1,-13,0,1,0,5.08,-5.08,-7,2.09,0,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2,3:05,485,330,500,550,1400,215,240
Jonathan Martinez,Vince Morales,-280,225,35.7143,225,5/21/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,3,0,2,0,4.17,0.37,0,0.14,0.25,2,4,17,0,0,0,2,1,0,0,3,Orthodox,175.26,177.8,135,0,2,0,4.54,0.49,0.1,0.41,0.35,2,3,26,0,0,0,4,2,0,0,6,Southpaw,172.72,177.8,135,28,31,0,0,0,-3,1,-9,0,-1,0,2.54,0,3,-0.37,-0.1,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,-115,330,1100,550,350,215
Chase Hooper,Felipe Colares,120,-140,120,71.4286,5/21/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,1,0,0,2.17,0.45,0.5,1.88,0.24,1,3,15,0,0,1,1,0,0,0,2,Orthodox,172.72,175.26,145,1,0,0,5.08,0.52,2.3,1.45,0.24,2,2,13,0,0,0,1,1,1,0,3,Southpaw,185.42,187.96,155,22,28,0,0,-1,-1,1,2,0,-1,-1,-12.7,-12.7,6,-2.91,-1.8,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3,3:00,780,350,140,500,500,1100,450
Elise Reed,Sam Hughes,-140,120,71.4286,120,5/21/2022,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Strawweight,FEMALE,3,0,1,0,4.33,0.46,0,0.85,0.3,1,3,10,0,1,0,0,0,0,0,1,Orthodox,165.1,162.56,115,0,1,0,2.66,0.49,0,0.58,0.6,1,1,4,0,0,1,0,0,0,0,1,Orthodox,160.02,160.02,115,29,29,0,0,0,0,2,6,0,0,0,5.08,2.54,0,1.67,0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,3,3:52,832,110,200,1200,1000,600,1200
Jan Blachowicz,Aleksandar Rakic,170,-200,170,50,5/14/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Light Heavyweight,MALE,5,0,2,0,4.26,0.5,0.1,0.76,0.25,4,1,17,0,0,0,4,2,0,0,6,Orthodox,193.04,198.12,205,1,0,0,3.41,0.5,0.3,1.09,0.5,5,6,46,4,0,1,4,4,2,0,11,Orthodox,187.96,198.12,205,39,30,-1,2,-1,-5,-5,-29,-4,-2,-2,5.08,0,-9,0.85,-0.2,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,3,1:11,671,450,200,1000,1000,425,180
Ryan Spann,Ion Cutelaba,195,-240,195,41.6667,5/14/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Light Heavyweight,MALE,3,0,1,1,4.44,0.43,0,4.17,0.57,2,5,22,0,0,0,2,3,0,0,5,Southpaw,185.42,190.5,205,1,0,0,3.25,0.4,1.5,1.34,0.35,5,3,14,0,0,1,1,2,2,0,6,Orthodox,195.58,200.66,205,30,28,-1,1,-3,-1,2,8,0,1,-2,-10.16,-10.16,-2,1.19,-1.5,2.83,,,13,,,,,,13,,,,,,,,,,,,,,,,,,,,,Red,SUB,Guillotine Choke,1,2:22,142,600,,900,,400,
Davey Grant,Louis Smolka,-290,230,34.4828,230,5/14/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,3,1,0,0,4.67,0.47,1.8,1.69,0.35,4,8,34,0,0,0,2,4,2,0,8,Orthodox,175.26,172.72,135,2,0,0,4.77,0.42,0.2,1.26,0.41,3,5,23,1,0,1,1,2,0,0,4,Orthodox,172.72,175.26,135,36,30,-1,0,1,4,3,11,-1,2,2,2.54,-2.54,-6,-0.1,1.6,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3,0:49,649,350,650,700,650,-110,900
Katlyn Chookagian,Amanda Ribas,-180,155,55.5556,155,5/14/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Flyweight,FEMALE,3,0,1,0,4.63,0.4,0.7,2.07,0.51,4,1,14,0,0,0,3,0,2,0,5,Orthodox,160.02,167.64,125,0,3,0,4.58,0.34,0.3,0.31,0.15,3,4,40,1,0,1,9,0,0,0,10,Orthodox,175.26,172.72,125,33,28,0,-2,1,-5,-3,-26,-1,0,2,-15.24,-5.08,-5,0.05,0.4,1.76,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,neither,S-DEC,,3,5:00,900,110,240,1200,800,450,1200
Frank Camacho,Manuel Torres,115,-135,115,74.0741,5/14/2022,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,3,0,1,0,8.14,0.58,1.6,3.26,0.66,1,0,1,0,0,0,0,1,0,0,1,Switch,177.8,185.42,155,2,0,0,6.56,0.46,0,1.11,0.31,1,5,15,0,0,1,0,1,0,0,2,Orthodox,177.8,185.42,155,32,27,-2,1,0,-1,-5,-14,0,0,0,0,0,-5,1.58,1.6,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,3:27,207,380,550,900,400,275,165
Jake Hadley,Allan Nascimento,-210,175,47.619,175,5/14/2022,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Flyweight,MALE,3,2,0,0,3.21,0.61,0.9,1.55,0.26,0,2,6,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,125,0,1,0,3.76,0.44,1.4,0.2,0.06,1,0,2,0,0,0,0,0,1,0,1,Southpaw,170.18,177.8,125,25,30,2,-1,-1,-1,2,4,0,0,-1,2.54,-2.54,5,-0.55,-0.5,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,110,450,500,400,650,1100
Viviane Araujo,Andrea Lee,115,-135,115,74.0741,5/14/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Flyweight,FEMALE,3,0,2,0,4.71,0.46,0.6,1.7,0.55,3,3,22,0,0,0,3,1,1,0,5,Orthodox,167.64,175.26,125,1,0,0,4.11,0.47,0.6,1.76,0.4,2,2,18,0,0,0,3,1,0,0,4,Orthodox,162.56,172.72,125,35,33,-1,2,1,1,1,4,0,0,1,5.08,2.54,-2,0.6,0,-0.06,,9,,,,,,,,,,,,,,,9,,,,,,,,,,,,,Blue,U-DEC,,3,5:00,900,175,130,1100,1200,750,700
Michael Johnson,Alan Patrick,-150,130,66.6667,130,5/14/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,3,2,0,0,1.82,0.4,0.3,3.01,0.33,3,3,23,0,0,0,4,1,0,0,5,Southpaw,180.34,187.96,155,4,0,0,4.27,0.39,0,0.62,0.41,4,13,61,1,0,1,6,4,0,0,11,Southpaw,177.8,185.42,155,35,38,-2,0,-1,-6,-10,-38,-1,-3,0,2.54,2.54,3,-2.45,0.3,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2,3:22,502,200,275,1700,750,225,650
Virna Jandiroba,Angela Hill,-225,185,44.4444,185,5/14/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,3,2,0,0,5.46,0.49,0.1,0.76,0.32,3,11,54,0,0,0,6,2,0,0,8,Orthodox,160.02,162.56,115,1,0,0,2.12,0.38,1.7,2.29,0.34,2,3,14,0,0,0,0,1,2,0,3,Orthodox,160.02,162.56,115,33,37,1,0,1,5,8,40,0,1,-2,0,0,4,3.34,-1.6,-1.53,,13,12,,,12,,,,,,,,,,,,,13,,,,,,,,,,,Red,U-DEC,,3,5:00,900,140,225,250,3500,1000,1000
Tatsuro Taira,Carlos Candelario,-320,250,31.25,250,5/14/2022,"Las Vegas, Nevada, USA",USA,Red,FALSE,Flyweight,MALE,3,1,0,0,3.97,0.46,0.3,2.28,0.36,1,1,6,0,0,0,1,0,0,0,1,Southpaw,172.72,172.72,125,0,0,0,3.56,0.65,2.1,2.35,0.47,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,125,22,30,1,0,1,1,1,6,0,0,0,2.54,-5.08,8,0.41,-1.8,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,175,400,200,1600,400,1000
Nick Maximov,Andre Petroski,-380,290,26.3158,290,5/14/2022,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Middleweight,MALE,3,0,2,0,3,0.5,2,4.07,0.56,2,0,6,0,0,0,0,1,1,0,2,Switch,182.88,185.42,185,0,3,0,1.93,0.45,0.2,4.16,0.45,3,0,9,0,0,1,2,0,0,0,3,Southpaw,182.88,193.04,185,24,30,0,-1,-1,-1,0,-3,0,1,1,0,-7.62,6,1.07,1.8,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Anaconda Choke,1,1:16,76,120,500,330,1200,330,1400
Charles Oliveira,Justin Gaethje,-130,110,76.9231,110,5/7/2022,"Phoenix, Arizona, USA",USA,Red,FALSE,Lightweight,MALE,5,0,1,0,6.78,0.59,0,0.11,0.25,4,3,22,2,0,0,1,5,0,0,6,Orthodox,180.34,177.8,155,0,10,0,3.39,0.53,2.8,2.17,0.4,10,8,56,3,0,0,2,3,15,0,20,Orthodox,177.8,187.96,155,32,33,0,-9,-6,-14,-5,-34,-1,2,-15,2.54,-10.16,1,3.39,-2.8,-2.06,,1,0,,,,,,,,,0,,,,5,,,,,,,,,1,,,,,Red,SUB,Rear Naked Choke,1,3:22,202,550,800,140,2500,700,165
